CASE NUMBER,SR LOCATION,COUNTY,DISTRICT,NEIGHBORHOOD,TAX ID,TRASH QUAD,RECYCLE QUAD,TRASH DAY,HEAVY TRASH DAY,RECYCLE DAY,KEY MAP,MANAGEMENT DISTRICT,DEPARTMENT,DIVISION,SR TYPE,QUEUE,SLA,STATUS,SR CREATE DATE,DUE DATE,DATE CLOSED,OVERDUE,Title,x,y,LATITUDE,LONGITUDE,Channel Type
12443407-101004310269,"301 W LITTLE YORK, HOUSTON TX 77076",HARRIS,H,NORTHSIDE/NORTHLINE,1211100010001,NE,NW,MONDAY,3rd Tuesday,MONDAY-B,412V,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-10-04 07:52:35,2020-10-08 07:52:35,2020-10-06 08:39:19,-1.97,Flooding,,,29.86932688,-95.40375632,WEB
12443368-101004310754,"3305 A W LAMAR, HOUSTON TX 77019",Harris,C,NEARTOWN - MONTROSE,0550830000015,NW,NE,MONDAY,1st Wednesday,MONDAY-A,492M,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-10-05 00:06:44,2020-10-09 00:06:44,2020-10-05 00:34:19,-3.98,Flooding - 422242,-95.40066000000,29.75784000000,29.75774883,-95.40063782,WAP
12443404-101004311412,Intersection 9214 LAKE PARK DR&9222 MESA DR,Harris County,B,EAST HOUSTON,,NE,NW,,2nd Monday,THURSDAY-A,455C,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-10-05 12:31:37,2020-10-09 12:31:36,2020-10-07 09:09:18,-2.14,Flooding-101004311412,3153183.27124000000,13874237.63358000000,29.84641575,-95.26232158,Voice In
12443501-101004312727,"707 STUDEMONT, HOUSTON TX 77007",Harris,H,WASHINGTON AVENUE COALITION / MEMORIAL P,1218070010024,,,,,,493J,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-10-06 10:16:09,2020-10-10 10:16:09,2020-10-07 07:34:19,-3.11,Flooding - 422453,-95.39221000000,29.76667000000,29.76678285,-95.39248177,WAP
12443840-101004316926,"4563 SUNFLOWER, HOUSTON TX 77051",Harris,D,SUNNYSIDE,0720200060001,SE,SE,FRIDAY,4th Thursday,FRIDAY-A,533V,HCID #10-A,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-10-08 17:36:14,2020-10-12 17:36:14,2020-10-09 13:44:19,-3.16,Flooding-101004316926,3124810.26828000000,13809515.00712000000,29.6709779,-95.35813655,Voice In
12443948-101004318575,"4521 STEFFANI, HOUSTON TX 77041",Harris,A,WESTBRANCH,0812540000007,NW,NW,FRIDAY,4th Friday,FRIDAY-A,450E,Spring Branch MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-10-10 00:06:24,2020-10-14 00:06:23,2020-10-12 10:19:24,-1.57,Flooding - 422889,-95.54652000000,29.83646000000,29.83643058,-95.54651081,WAP
12443958-101004318581,"4515 STEFFANI, HOUSTON TX 77041",Harris,A,WESTBRANCH,0812540000004,NW,NW,FRIDAY,4th Friday,FRIDAY-A,450E,Spring Branch MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-10-10 00:06:35,2020-10-14 00:06:35,2020-10-12 10:49:19,-1.55,Flooding - 422895,-95.54646000000,29.83587000000,29.83585201,-95.54650795,WAP
12444527-101004336765,"8314 MONROE, HOUSTON TX 77061",Harris,I,GREATER HOBBY AREA,1409320010001,,,,,,575G,HCID #9,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-10-17 00:05:47,2020-10-21 00:05:46,2020-10-19 08:54:19,-1.63,Flooding - 423867,-95.26481000000,29.64880000000,29.64874702,-95.26537734,WAP
12444689-101004338903,"9814 HILLCROFT, HOUSTON TX 77096",Harris,C,MEYERLAND AREA,1041460000010,,,,,,531S,HCID #5 (Brays Oaks),PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-10-19 15:30:55,2020-10-23 15:30:55,2020-10-20 16:19:19,-2.97,Flooding - 424243,-95.49307000000,29.67331000000,29.67321232,-95.49334297,WAP
12445026-101004343324,"5419 GULFTON, HOUSTON TX 77081",Harris,J,GULFTON,0762180000004,SW,SE,TUESDAY,1st Friday,TUESDAY-B,531B,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-10-22 16:59:27,2020-10-26 16:59:27,2020-10-23 09:19:19,-3.32,Flooding,,,29.71599619,-95.47527561,Unknown
12445592-101004382451,"9421 CAMPBELL, HOUSTON TX 77080",Harris,A,SPRING BRANCH CENTRAL,0772820150246,NW,NE,FRIDAY,4th Thursday,FRIDAY-A,450U,Spring Branch MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-10-30 12:05:25,2020-11-03 12:05:24,2020-11-02 08:54:19,-1.13,Flooding,,,29.80670795,-95.5218922,WEB
12445742-101004385413,"12625 BRIAR PATCH, HOUSTON TX 77077",Harris,G,ELDRIDGE / WEST OAKS,1075860110004,,,,,,488M,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-11-02 15:15:26,2020-11-06 15:15:26,2020-11-02 16:09:19,-3.96,Flooding - 426239,-95.60861000000,29.75835000000,29.75839724,-95.60856768,WAP
12445758-101004385742,"1902 WESTHEIMER, HOUSTON TX 77019",Harris,C,NEARTOWN - MONTROSE,0291720120001,NW,NE,MONDAY,1st Wednesday,MONDAY-A,492V,Montrose Management District,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-11-02 19:15:26,2020-11-06 19:15:26,2020-11-03 11:54:19,-3.31,Flooding - 426283,-95.40763000000,29.74284000000,29.74301887,-95.40750638,WAP
12446257-101004393532,Intersection 2800 BENNINGTON ST&6900 JENSEN DR,Harris County,H,EASTEX - JENSEN AREA,,NE,NE,,2nd Friday,MONDAY-B,454N,Greater Northside MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-11-10 06:37:55,2020-11-14 06:37:55,2020-11-10 07:09:32,-3.98,Flooding-101004393532,3128040.74508000000,13864519.97389000000,29.82189165,-95.34255253,Voice In
12446257-101004393544,Intersection 2800 BENNINGTON ST&6900 JENSEN DR,Harris County,H,EASTEX - JENSEN AREA,,NE,NE,,2nd Friday,MONDAY-B,454N,Greater Northside MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-11-10 07:10:02,2020-11-14 07:10:02,2020-11-10 07:13:30,-4.00,Flooding-101004393544,3128040.74508000000,13864519.97389000000,29.82189165,-95.34255253,Voice In
12446841-101004403105,"12101 SABO, HOUSTON TX 77089",,D,SOUTH BELT / ELLINGTON,,,,,,,576Y,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-11-18 16:15:31,2020-11-22 16:15:31,2020-11-19 08:59:20,-3.30,Flooding - 428270,-95.21626000000,29.60347000000,29.60372182,-95.21621652,WAP
12447290-101004420999,Intersection 16400 S POST OAK RD&5480 RIDGEMONT PL,Fort Bend County,K,FORT BEND HOUSTON,,,,,4th Friday,,611B,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-11-27 11:11:34,2020-12-01 11:11:33,2020-11-27 19:09:19,-3.67,Flooding-101004420999,3089868.60227000000,13777902.49751000000,29.58702662,-95.47112275,Voice In
12447310-101004421234,"11811 GLADEWOOD, HOUSTON TX 77071",Harris,K,BRAYS OAKS,1107820000034,SW,SW,THURSDAY,3rd Thursday,THURSDAY-A,570C,HCID #5 (Brays Oaks),PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-11-27 14:21:48,2020-12-01 14:21:47,2020-11-30 08:54:18,-1.23,Flooding-101004421234,3076934.63667000000,13800746.28450000000,29.65088847,-95.50965602,Voice In
12447313-101004421257,"8107 BELLE PARK, HOUSTON TX 77072",Harris,F,ALIEF,1010460000007,SW,SW,MONDAY,1st Wednesday,MONDAY-B,529K,International MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-11-27 14:41:06,2020-12-01 14:41:06,2020-11-30 15:29:20,-0.97,Flooding-101004421257,3053382.50824000000,13814331.21600000000,29.69014431,-95.58252688,Voice In
12447326-101004421346,"1903 CRESTDALE, HOUSTON TX 77080",Harris,A,SPRING BRANCH NORTH,0882650000011,NW,NE,FRIDAY,4th Friday,FRIDAY-A,450T,Spring Branch MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-11-27 15:38:42,2020-12-01 15:38:42,2020-11-30 10:14:19,-1.23,Flooding-101004421346,3068465.09947000000,13857187.12503000000,29.80672668,-95.53103992,Voice In
12447334-101004421444,"4907 TEXAS SPUR 5, HOUSTON TX 77004",Harris,D,GULFGATE RIVERVIEW / PINE VALLEY,0410070130145,,,,,,534B,Greater Southeast MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-11-27 16:55:16,2020-12-01 16:55:16,2020-12-17 12:30:34,15.82,Flooding-101004421444,3132165.83854000000,13825859.05219000000,29.71527107,-95.33337154,Voice In
12447338-101004421468,Intersection 3600 ELGIN ST&3300 SCOTT ST,Harris County,D,GREATER THIRD WARD,,,,,3rd Friday,,493Z,Greater Southeast MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-11-27 17:43:41,2020-12-01 17:43:41,2020-11-27 17:59:19,-3.99,Flooding-101004421468,3126781.91656000000,13830264.79010000000,29.72784416,-95.34989173,Voice In
12447345-101004421521,Intersection 2800 BENNINGTON ST&6900 JENSEN DR,Harris County,H,EASTEX - JENSEN AREA,,NE,NE,,2nd Friday,MONDAY-B,454N,Greater Northside MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-11-27 20:35:09,2020-12-01 20:35:09,2020-11-30 08:44:20,-1.49,Flooding-101004421521,3128040.74508000000,13864519.97389000000,29.82189165,-95.34255253,Voice In
12447354-101004421581,Intersection 15900 S POST OAK RD&5500 W RIDGECREEK DR,Fort Bend County,K,FORT BEND HOUSTON,,,,,,,571Y,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-11-28 00:14:25,2020-12-02 00:14:25,2020-11-30 13:59:32,-1.43,Flooding-101004421581,3091074.51423000000,13781023.81837000000,29.59550662,-95.46703349,Voice In
12447345-101004421584,Intersection 2800 BENNINGTON ST&6900 JENSEN DR,Harris County,H,EASTEX - JENSEN AREA,,NE,NE,,2nd Friday,MONDAY-B,454N,Greater Northside MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-11-28 00:22:18,2020-12-02 00:22:16,2020-11-28 00:24:52,-4.00,Flooding-101004421584,3128040.74508000000,13864519.97389000000,29.82189165,-95.34255253,Voice In
12447356-101004421590,Intersection 5800 ELYSIAN ST&1700 KELLEY ST&1600 N LOOP FWY E,Harris County,H,NEAR NORTHSIDE,,NE,NW,,1st Friday,FRIDAY-B,453R,Greater Northside MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-11-28 01:16:43,2020-12-02 01:16:37,2020-11-30 13:59:31,-1.47,Flooding-101004421590,3125244.36813000000,13861060.11991000000,29.81262198,-95.35170752,Voice In
12447497-101004421593,"3440 ELGIN, HOUSTON TX 77004",Harris,D,GREATER THIRD WARD,0221310000008,SE,SW,TUESDAY,3rd Friday,TUESDAY-A,493Z,Greater Southeast MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-11-28 01:48:00,2020-12-02 01:48:00,2020-12-17 12:30:34,15.45,Flooding-101004421593,3126014.44106000000,13830376.17209000000,29.72821615,-95.35229777,Voice In
12447362-101004421642,Intersection 5300 FAIRGREEN LN&11900 MARTIN LUTHER KING BLVD,Harris County,D,SOUTH ACRES / CRESTMONT PARK,,SE,SE,,4th Tuesday,FRIDAY-B,574J,HCID #10-A,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-11-28 08:01:26,2020-12-02 07:59:00,2020-11-30 06:09:19,-2.08,Flooding-101004421642,3131219.99365000000,13795374.65220000000,29.63155942,-95.33935546,Voice In
12447364-101004421651,"5018 N BRAESWOOD, HOUSTON TX 77096",Harris,C,MEYERLAND AREA,0900990000020,SW,SE,TUESDAY,2nd Wednesday,TUESDAY-B,531U,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-11-28 08:30:06,2020-12-02 08:30:06,2020-11-28 08:49:19,-3.99,Flooding-101004421651,3090338.45566000000,13811776.59479000000,29.68010223,-95.46642521,Voice In
12447376-101004421781,"102 WAYSIDE, HOUSTON TX 77011",Harris,I,MAGNOLIA PARK,0390020000027,,,,,,494V,East End MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-11-28 10:55:18,2020-12-02 10:55:18,2020-11-30 08:44:19,-2.09,Flooding,,,29.73733077,-95.30574594,WEB
12447405-101004422218,"1531 W 18TH, HOUSTON TX 77008",Harris,C,LAZYBROOK / TIMBERGROVE,1402700010001,,,,,,452T,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-11-28 23:06:22,2020-12-02 23:06:22,2020-11-30 12:44:20,-2.43,Flooding - 429229,-95.42959000000,29.80328000000,29.80260572,-95.42946125,WAP
429279-101004422247,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-11-29 04:01:30,2020-12-03 04:01:30,2020-11-30 11:52:58,-2.67,Flooding - 429279,-95.26489000000,29.64994000000,Unknown,Unknown,WAP
12447426-101004422423,"6823 NORTHAMPTON, HOUSTON TX 77055",Harris,A,SPRING BRANCH EAST,0882750000001,NW,NE,FRIDAY,4th Wednesday,FRIDAY-A,491C,Spring Branch MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-11-29 11:30:39,2020-12-03 11:30:39,2020-11-30 10:09:29,-3.06,Flooding - 429314,-95.46929000000,29.78760000000,29.78759335,-95.46928613,WAP
12447453-101004422658,"6514 JENSEN, HOUSTON TX 77026",Harris,H,EASTEX - JENSEN AREA,0422330000020,,,,,,454N,Greater Northside MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-11-29 17:29:37,2020-12-03 17:28:00,2020-11-30 06:09:19,-3.47,Flooding-101004422658,3128271.04252000000,13863771.38582000000,29.81981427,-95.34190043,Voice In
12447345-101004422790,Intersection 2800 BENNINGTON ST&6900 JENSEN DR,Harris County,H,EASTEX - JENSEN AREA,,NE,NE,,2nd Friday,MONDAY-B,454N,Greater Northside MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-11-30 06:55:34,2020-12-04 06:55:33,2020-11-30 06:56:21,-4.00,Flooding-101004422790,3128040.74508000000,13864519.97389000000,29.82189165,-95.34255253,Voice In
12447646-101004425313,"4313 CENTER, HOUSTON TX 77007",Harris,C,WASHINGTON AVENUE COALITION / MEMORIAL P,0250370000082,NW,NW,MONDAY,1st Wednesday,MONDAY-A,492H,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-12-01 23:06:09,2020-12-05 23:06:09,2020-12-17 12:13:44,11.55,Flooding - 429613,-95.40459000000,29.77082000000,29.77094208,-95.40460901,WAP
12447650-101004425324,"10302 WOODWIND, HOUSTON TX 77025",Harris,K,WILLOW MEADOWS / WILLOWBEND AREA,0771740130281,SW,SE,THURSDAY,3rd Tuesday,THURSDAY-A,532S,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-12-01 23:06:26,2020-12-05 23:06:26,2020-12-17 12:11:47,11.55,Flooding - 429629,-95.44435000000,29.66989000000,29.66988082,-95.44437857,WAP
12447650-101004425325,"10302 WOODWIND, HOUSTON TX 77025",Harris,K,WILLOW MEADOWS / WILLOWBEND AREA,0771740130281,SW,SE,THURSDAY,3rd Tuesday,THURSDAY-A,532S,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-12-01 23:06:27,2020-12-05 23:06:27,2020-12-01 23:07:15,-4.00,Flooding - 429630,-95.44435000000,29.66989000000,29.66988082,-95.44437857,WAP
12447691-101004425738,"9035 MISSISSIPPI, HOUSTON TX 77029",Harris,B,CLINTON PARK TRI-COMMUNITY,0781030020010,NE,NE,FRIDAY,1st Tuesday,FRIDAY-B,495U,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-12-02 10:53:18,2020-12-06 10:53:18,2020-12-17 12:11:48,11.05,Flooding-101004425738,3152871.70198000000,13836953.04411000000,29.74393849,-95.26710082,Voice In
12447708-101004425946,"103 JOHN ALBER, HOUSTON TX 77076",Harris,H,NORTHSIDE/NORTHLINE,0461170000661,NE,NW,MONDAY,3rd Tuesday,MONDAY-B,413T,Greater Northside MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-12-02 12:50:43,2020-12-06 12:50:43,2020-12-17 12:10:24,10.97,Flooding-101004425946,3114160.94771000000,13882693.52382000000,29.87303022,-95.38453288,Voice In
12447754-101004426360,Intersection 8300 LARSON ST&8290 W MONROE RD,Harris County,I,GREATER HOBBY AREA,,,,,,,575G,HCID #9,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-12-02 18:14:28,2020-12-06 18:14:28,2020-12-17 12:11:49,10.75,Flooding-101004426360,3153939.76251000000,13802646.96443000000,29.64957429,-95.26714333,Voice In
12447763-101004426465,"1415 E LOOP N, HOUSTON TX 77029",Harris,B,CLINTON PARK TRI-COMMUNITY,1150910000001,,,,,,495U,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-12-02 23:06:11,2020-12-06 23:06:11,2020-12-17 12:11:25,10.55,Flooding - 429756,-95.26609000000,29.74466000000,29.74466922,-95.26616581,WAP
12447770-101004426532,Intersection 2800 BENNINGTON ST&6900 JENSEN DR,Harris County,H,EASTEX - JENSEN AREA,,NE,NE,,2nd Friday,MONDAY-B,454N,Greater Northside MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-12-03 06:43:18,2020-12-07 06:43:17,2020-12-17 12:11:48,10.23,Flooding-101004426532,3128040.74508000000,13864519.97389000000,29.82189165,-95.34255253,Voice In
12447774-101004426571,Intersection 6900 NAVIGATION BLVD&1300 SSGT MACARIO GARCIA DR,Harris County,I,MAGNOLIA PARK,,SE,SE,,1st Thursday,MONDAY-A,494V,East End MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-12-03 07:46:26,2020-12-07 07:46:26,2020-12-17 12:12:34,10.18,Flooding-101004426571,3142133.52595000000,13836792.06609000000,29.74445922,-95.30089567,Voice In
12447812-101004426973,"13734 FIREROCK, HOUSTON TX 77085",Harris,K,CENTRAL SOUTHWEST,1156360020015,SW,SE,THURSDAY,3rd Wednesday,THURSDAY-A,571J,Five Corners HCID #10B,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-12-03 11:22:31,2020-12-07 11:22:30,2020-12-17 12:08:35,10.03,Flooding-101004426973,3083709.85704000000,13792429.81459000000,29.62747001,-95.48912027,Voice In
12447819-101004427031,Intersection 4328 ELGIN ST&2300 S LOCKWOOD DR,Harris County,D,GREATER THIRD WARD,,,,,,,494W,Greater Southeast MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-12-03 11:59:58,2020-12-07 11:59:58,2020-12-17 12:11:26,10.01,Flooding,,,29.72622849,-95.33817943,Unknown
12447925-101004428646,"3803 RIVER, HOUSTON TX 77017",Harris,I,PARK PLACE,0283530000038,,,,,,535P,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-12-04 15:15:37,2020-12-08 15:15:37,2020-12-17 12:04:03,8.87,Flooding - 430013,-95.27466000000,29.68793000000,29.68762966,-95.27443904,WAP
12447944-101004428919,Intersection 0 GULF FWY&2190 S LOCKWOOD DR,Harris County,I,GREATER EASTWOOD,,,,,,,494W,East End MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-12-04 19:34:20,2020-12-08 19:27:00,2020-12-17 12:10:26,8.70,Flooding-101004428919,3131129.23530000000,13830536.82827000000,29.72821813,-95.33617406,Voice In
12447976-101004429137,"9200 WESTHEIMER, HOUSTON TX 77063",Harris,G,MID WEST,1253650110011,,,,,,490T,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-12-05 09:00:36,2020-12-09 09:00:36,2020-12-17 12:08:36,8.13,Flooding - 430061,-95.52651000000,29.73902000000,29.73939605,-95.52698691,WAP
12448108-101004431882,"6035 DUMFRIES, HOUSTON TX 77096",Harris,C,MEYERLAND AREA,0961620000023,SW,SW,TUESDAY,2nd Tuesday,TUESDAY-B,530V,HCID #5 (Brays Oaks),PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-12-08 10:03:53,2020-12-12 10:03:53,2020-12-17 12:06:27,5.09,Flooding-101004431882,3080663.49141000000,13808085.57396000000,29.67075654,-95.49722929,Voice In
12448150-101004432531,"3803 RIVER, HOUSTON TX 77017",Harris,I,PARK PLACE,0283530000038,,,,,,535P,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-12-08 15:15:34,2020-12-12 15:15:34,2020-12-17 12:08:39,4.87,Flooding - 430497,-95.27465000000,29.68773000000,29.68762966,-95.27443904,WAP
12448264-101004434198,"402 75TH, HOUSTON TX 77012",Harris,I,MAGNOLIA PARK,0251190000023,,,,,,495W,East End MD,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-12-09 23:06:04,2020-12-13 23:06:04,2020-12-17 12:06:30,3.54,Flooding - 430592,-95.29138000000,29.73439000000,29.73456219,-95.29112991,WAP
12448270-101004434236,"515 E 24TH, HOUSTON TX 77008",Harris,C,GREATER HEIGHTS,0350990570017,NW,NE,THURSDAY,3rd Wednesday,THURSDAY-B,453S,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-12-09 23:07:05,2020-12-13 23:07:05,2020-12-17 12:00:57,3.54,Flooding - 430652,-95.39284000000,29.80814000000,29.80837943,-95.39281411,WAP
12448459-101004436796,Intersection 3700 NEWCASTLE DR&4600 SOUTHWEST FWY,Harris County,G,AFTON OAKS / RIVER OAKS AREA,,,,,,,491Z,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-12-11 18:15:21,2020-12-15 18:15:21,2020-12-17 11:57:40,1.74,Flooding,,,29.73056787,-95.45140849,Unknown
12448510-101004447766,Intersection 5100 N BRAESWOOD BLVD&9050 S RICE AVE,Harris County,C,MEYERLAND AREA,,,,,,,531U,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-12-13 10:16:57,2020-12-17 10:16:57,2020-12-17 11:57:41,0.07,Flooding-101004447766,3089844.32344000000,13811549.71368000000,29.67951962,-95.46800226,Voice In
12448516-101004447811,Intersection 10830 BENTLEY RD&3100 TRENTON RD,Harris County,B,EASTEX - JENSEN AREA,,NE,NE,,2nd Thursday,MONDAY-B,414T,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-12-13 10:53:14,2020-12-17 10:53:14,2020-12-17 11:57:40,0.04,Flooding-101004447811,3129733.01499000000,13883119.86221000000,29.87286945,-95.33538048,Voice In
12448521-101004447859,Intersection 4000 SOUTHWEST FWY&3800 WESLAYAN ST,Harris County,G,GREENWAY / UPPER KIRBY AREA,,,,,,,492W,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-12-13 11:26:08,2020-12-17 11:26:07,2020-12-17 12:06:32,0.03,Flooding,,,29.72929376,-95.44142915,Unknown
12448537-101004447938,"1915 STANFORD, HOUSTON TX 77006",Harris,C,NEARTOWN - MONTROSE,1373240010001,NW,NE,MONDAY,1st Wednesday,MONDAY-A,493N,Montrose Management District,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-12-13 13:04:17,2020-12-17 13:04:17,2020-12-17 11:57:41,-0.05,Flooding,,,29.75099704,-95.38873427,WEB
12448542-101004447961,Intersection 1900 HULDY ST&2030 VERMONT ST,Harris County,C,NEARTOWN - MONTROSE,,NW,NE,,1st Wednesday,MONDAY-A,492R,Montrose Management District,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-12-13 13:15:23,2020-12-17 13:15:22,2020-12-17 11:57:40,-0.05,Flooding-101004447961,3107548.00621000000,13837405.66525000000,29.74910937,-95.40977481,Voice In
12448548-101004447993,"10437 AMBURSEN, HOUSTON TX 77034",Harris,E,EDGEBROOK AREA,0813820000020,SE,SW,THURSDAY,2nd Tuesday,THURSDAY-B,576K,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-12-13 14:02:29,2020-12-17 14:02:29,2020-12-17 12:01:13,-0.08,Flooding-101004447993,3166820.80794000000,13798611.66246000000,29.637346,-95.22701971,Voice In
12448549-101004447995,Intersection 0 HEMPSTEAD RD&6700 KATY RD,Harris County,C,WASHINGTON AVENUE COALITION / MEMORIAL P,,,,,,,492A,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-12-13 14:04:46,2020-12-17 14:04:45,2020-12-17 11:57:39,-0.09,Flooding-101004447995,3098321.51614000000,13848804.57192000000,29.7812175,-95.43774418,Voice In
12448554-101004448009,"507 BRINGHURST, HOUSTON TX 77020",Harris,B,GREATER FIFTH WARD,0090180000019,NE,NW,FRIDAY,1st Thursday,FRIDAY-B,494K,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-12-13 14:30:37,2020-12-17 14:30:36,2020-12-17 12:01:14,-0.10,Flooding - 431041,-95.33379000000,29.76671000000,29.76686382,-95.33391105,WAP
12448559-101004448047,Intersection 16400 S POST OAK RD&5480 RIDGEMONT PL,Fort Bend County,K,FORT BEND HOUSTON,,,,,4th Friday,,611B,,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-12-13 15:13:22,2020-12-17 15:13:22,2020-12-17 11:57:40,-0.14,Flooding-101004448047,3089868.60227000000,13777902.49751000000,29.58702662,-95.47112275,Voice In
12448600-101004448290,"8377 MONROE, HOUSTON TX 77061",,I,GREATER HOBBY AREA,,,,,,,575G,HCID #9,PWE Public Works Engineering,Street and Drainage,Flooding,ROWM_StormSewer,4,Closed,2020-12-13 23:05:33,2020-12-17 23:05:33,2020-12-17 11:57:40,-0.46,Flooding - 431003,-95.26484000000,29.64817000000,29.64815002,-95.26478883,WAP
